Column 3| A:0	C:0	G:0	T:0	-:94	
Likelihood	Scale	Scale2
-41.430558	1.000000	3.716921
-41.430558	1.000000	3.716922
-41.430558	1.000000	3.716923
-41.425094	1.000000	3.879308
-41.425094	1.000000	3.879309
-41.425094	1.000000	3.879310
-41.424800	1.000000	3.898770
-41.424800	1.000000	3.898771
-41.424800	1.000000	3.898772
-41.424645	1.000000	3.911921
-41.424645	1.000000	3.911922
-41.424645	1.000000	3.911923
-41.424524	1.000000	3.924854
-41.424524	1.000000	3.924855
-41.424524	1.000000	3.924856
-41.424490	1.000000	3.929327
-41.424490	1.000000	3.929328
-41.424490	1.000000	3.929329
-41.424444	1.000000	3.936500
-41.424444	1.000000	3.936501
-41.424444	1.000000	3.936502
-41.424424	1.000000	3.940149
-41.424424	1.000000	3.940150
-41.424424	1.000000	3.940151
-41.424359	1.000000	3.971214
-41.424359	1.000000	3.971215
-41.424359	1.000000	3.971216
-41.424359	1.000000	3.970853
-41.424359	1.000000	3.970854
-41.424359	1.000000	3.970855
-41.424358	1.000000	3.970479
Column 111| A:3	C:58	G:2	T:20	-:9	
Likelihood	Scale	Scale2
-78.336208	1.000000	1.000000
-78.336208	1.000000	1.000000
-78.336205	1.000000	1.000001
-78.336203	1.000000	1.000002
-77.786016	1.000000	1.293832
-77.786015	1.000000	1.293833
-77.786013	1.000000	1.293834
-76.521746	1.000000	3.155642
-76.521746	1.000000	3.155643
-76.521746	1.000000	3.155644
-76.716607	1.000000	5.874431
-76.476729	1.000000	4.515037
-76.476729	1.000000	4.515038
-76.476729	1.000000	4.515039
-76.468739	1.000000	4.422118
-76.468739	1.000000	4.422119
-76.468739	1.000000	4.422120
-76.462987	1.000000	4.343153
-76.462988	1.000000	4.343154
-76.462988	1.000000	4.343155
-76.460995	1.000000	4.312099
-76.460995	1.000000	4.312100
-76.460995	1.000000	4.312101
-76.457502	1.000000	4.250432
-76.457502	1.000000	4.250433
-76.457502	1.000000	4.250434
-76.455064	1.000000	4.198853
-76.455064	1.000000	4.198854
-76.455064	1.000000	4.198855
-76.453786	1.000000	4.167066
-76.453786	1.000000	4.167067
-76.453786	1.000000	4.167068
-76.452504	1.000000	4.129597
-76.452504	1.000000	4.129598
-76.452504	1.000000	4.129599
-76.451632	1.000000	4.098657
-76.451632	1.000000	4.098658
-76.451632	1.000000	4.098659
-76.450835	1.000000	4.062830
-76.450835	1.000000	4.062831
-76.450835	1.000000	4.062832
-76.450517	1.000000	4.044508
-76.450517	1.000000	4.044509
-76.450517	1.000000	4.044510
-76.450253	1.000000	4.025504
-76.450253	1.000000	4.025505
-76.450253	1.000000	4.025506
-76.450088	1.000000	4.010221
-76.450088	1.000000	4.010222
-76.450088	1.000000	4.010223
-76.450010	1.000000	4.000896
-76.450010	1.000000	4.000897
-76.450010	1.000000	4.000898
-76.449983	1.000000	3.997242
-76.449983	1.000000	3.997243
-76.449983	1.000000	3.997244
-76.449959	1.000000	3.993509
-76.449959	1.000000	3.993510
-76.449959	1.000000	3.993511
-76.449924	1.000000	3.987312
-76.449924	1.000000	3.987313
-76.449924	1.000000	3.987314
-76.449901	1.000000	3.982282
-76.449901	1.000000	3.982283
-76.449901	1.000000	3.982284
-76.449886	1.000000	3.978202
-76.449886	1.000000	3.978203
-76.449886	1.000000	3.978204
-76.449876	1.000000	3.974894
-76.449876	1.000000	3.974895
-76.449876	1.000000	3.974896
-76.449872	1.000000	3.973323
-76.449872	1.000000	3.973324
-76.449872	1.000000	3.973325
-76.449867	1.000000	3.970942
-76.449867	1.000000	3.970943
-76.449867	1.000000	3.970944
-76.449866	1.000000	3.970377
Column 112| A:36	C:1	G:45	T:1	-:9	
Likelihood	Scale	Scale2
-91.164649	1.000000	1.000000
-91.164649	1.000000	1.000000
-91.164646	1.000000	1.000001
-91.164644	1.000000	1.000002
-90.535950	1.000000	1.345408
-90.535949	1.000000	1.345409
-90.535947	1.000000	1.345410
-90.002980	1.000000	1.804070
-90.002979	1.000000	1.804071
-90.002979	1.000000	1.804072
-89.467597	1.000000	2.710302
-89.467596	1.000000	2.710303
-89.467596	1.000000	2.710304
-89.278701	1.000000	3.782204
-89.278701	1.000000	3.782205
-89.278701	1.000000	3.782206
-89.277487	1.000000	3.819019
-89.277487	1.000000	3.819020
-89.277487	1.000000	3.819021
-89.276723	1.000000	3.848195
-89.276723	1.000000	3.848196
-89.276723	1.000000	3.848197
-89.276238	1.000000	3.871420
-89.276238	1.000000	3.871421
-89.276238	1.000000	3.871422
-89.275738	1.000000	3.904056
-89.275738	1.000000	3.904057
-89.275738	1.000000	3.904058
-89.275425	1.000000	3.941013
-89.275425	1.000000	3.941014
-89.275425	1.000000	3.941015
-89.275404	1.000000	3.945891
-89.275404	1.000000	3.945892
-89.275404	1.000000	3.945893
-89.275364	1.000000	3.963212
-89.275364	1.000000	3.963213
-89.275364	1.000000	3.963214
-89.275364	1.000000	3.964302
-89.275364	1.000000	3.964303
-89.275364	1.000000	3.964304
-89.275364	1.000000	3.964713
Column 113| A:2	C:82	G:1	T:5	-:2	
Likelihood	Scale	Scale2
-39.231003	1.000000	1.000000
-39.231003	1.000000	1.000000
-39.231002	1.000000	1.000001
-39.231001	1.000000	1.000002
-38.879582	1.000000	1.398057
-38.879582	1.000000	1.398058
-38.879581	1.000000	1.398059
-38.651657	1.000000	1.969925
-38.651657	1.000000	1.969926
-38.651656	1.000000	1.969927
-38.610111	1.000000	2.764674
-38.610111	1.000000	2.764675
-38.610111	1.000000	2.764676
-38.604947	1.000000	2.687483
-38.604947	1.000000	2.687484
-38.604947	1.000000	2.687485
-38.599485	1.000000	2.507020
-38.599485	1.000000	2.507021
-38.599485	1.000000	2.507022
-38.599475	1.000000	2.501975
-38.599475	1.000000	2.501976
-38.599475	1.000000	2.501977
-38.599472	1.000000	2.498692
-38.599472	1.000000	2.498693
-38.599472	1.000000	2.498694
-38.599472	1.000000	2.498113
Column 114| A:3	C:81	G:2	T:4	-:2	
Likelihood	Scale	Scale2
-50.445861	1.000000	1.000000
-50.445861	1.000000	1.000000
-50.445860	1.000000	1.000001
-50.445859	1.000000	1.000002
-50.104615	1.000000	1.381938
-50.104615	1.000000	1.381939
-50.104614	1.000000	1.381940
-49.865570	1.000000	1.973031
-49.865570	1.000000	1.973032
-49.865569	1.000000	1.973033
-49.824218	1.000000	2.253556
-49.824218	1.000000	2.253557
-49.824218	1.000000	2.253558
-49.817991	1.000000	2.662269
-49.817991	1.000000	2.662270
-49.817991	1.000000	2.662271
-49.815093	1.000000	2.586356
-49.815093	1.000000	2.586357
-49.815093	1.000000	2.586358
-49.814095	1.000000	2.534221
-49.814095	1.000000	2.534222
-49.814095	1.000000	2.534223
-49.813933	1.000000	2.513861
-49.813933	1.000000	2.513862
-49.813933	1.000000	2.513863
-49.815427	1.000000	2.402454
-49.814167	1.000000	2.458157
-49.813924	1.000000	2.486009
-49.813924	1.000000	2.486010
-49.813924	1.000000	2.486011
-49.813899	1.000000	2.495610
-49.813899	1.000000	2.495611
-49.813899	1.000000	2.495612
-49.813898	1.000000	2.500455
-49.813898	1.000000	2.500456
-49.813898	1.000000	2.500457
-49.813898	1.000000	2.499032
-49.813898	1.000000	2.499033
-49.813898	1.000000	2.499034
-49.813898	1.000000	2.498954
-49.813898	1.000000	2.498955
-49.813898	1.000000	2.498956
-49.813898	1.000000	2.498931
Column 115| A:2	C:82	G:1	T:5	-:2	
Likelihood	Scale	Scale2
-42.768385	1.000000	1.000000
-42.768385	1.000000	1.000000
-42.768384	1.000000	1.000001
-42.768383	1.000000	1.000002
-42.422328	1.000000	1.389719
-42.422327	1.000000	1.389720
-42.422326	1.000000	1.389721
-42.153482	1.000000	2.191678
-42.153482	1.000000	2.191679
-42.153482	1.000000	2.191680
-42.330806	1.000000	3.763470
-42.169964	1.000000	2.977574
-42.138345	1.000000	2.584626
-42.138345	1.000000	2.584627
-42.138345	1.000000	2.584628
-42.140933	1.000000	2.346977
-42.137315	1.000000	2.465802
-42.137315	1.000000	2.465803
-42.137315	1.000000	2.465804
-42.137227	1.000000	2.476062
-42.137227	1.000000	2.476063
-42.137227	1.000000	2.476064
-42.138055	1.000000	2.573176
-42.137271	1.000000	2.524619
-42.137155	1.000000	2.500340
-42.137155	1.000000	2.500341
-42.137155	1.000000	2.500342
-42.137154	1.000000	2.494825
-42.137154	1.000000	2.494826
-42.137154	1.000000	2.494827
-42.137153	1.000000	2.496078
-42.137153	1.000000	2.496079
-42.137153	1.000000	2.496080
-42.137153	1.000000	2.498214
-42.137153	1.000000	2.498215
-42.137153	1.000000	2.498216
-42.137153	1.000000	2.497954
-42.137153	1.000000	2.497955
-42.137153	1.000000	2.497956
-42.137153	1.000000	2.497777
Column 116| A:86	C:1	G:6	T:0	-:1	
Likelihood	Scale	Scale2
-35.532355	1.000000	1.000000
-35.532355	1.000000	1.000000
-35.532355	1.000000	1.000001
-35.532354	1.000000	1.000002
-35.514122	1.000000	1.148162
-35.514121	1.000000	1.148163
-35.514121	1.000000	1.148164
-35.511543	1.000000	1.246542
-35.511543	1.000000	1.246543
-35.511543	1.000000	1.246544
-35.511524	1.000000	1.227378
-35.511524	1.000000	1.227379
-35.511524	1.000000	1.227380
-35.511504	1.000000	1.234107
-35.511504	1.000000	1.234108
-35.511504	1.000000	1.234109
-35.511503	1.000000	1.235337
-35.511503	1.000000	1.235338
-35.511503	1.000000	1.235339
-35.511503	1.000000	1.235399
Column 117| A:3	C:0	G:90	T:0	-:1	
Likelihood	Scale	Scale2
-22.203983	1.000000	1.000000
-22.203983	1.000000	1.000000
-22.203983	1.000000	1.000001
-22.203983	1.000000	1.000002
-22.185464	1.000000	1.153512
-22.185464	1.000000	1.153513
-22.185464	1.000000	1.153514
-22.183184	1.000000	1.238348
-22.183184	1.000000	1.238349
-22.183184	1.000000	1.238350
-22.183181	1.000000	1.234689
-22.183181	1.000000	1.234690
-22.183181	1.000000	1.234691
-22.183181	1.000000	1.235061
-22.183181	1.000000	1.235062
-22.183181	1.000000	1.235063
-22.183181	1.000000	1.235112
Column 118| A:10	C:0	G:83	T:0	-:1	
Likelihood	Scale	Scale2
-38.501141	1.000000	1.000000
-38.501141	1.000000	1.000000
-38.501141	1.000000	1.000001
-38.501141	1.000000	1.000002
-38.483989	1.000000	1.132128
-38.483989	1.000000	1.132129
-38.483989	1.000000	1.132130
-38.480732	1.000000	1.198782
-38.480732	1.000000	1.198783
-38.480732	1.000000	1.198784
-38.481536	1.000000	1.298400
-38.480338	1.000000	1.248591
-38.480338	1.000000	1.248592
-38.480338	1.000000	1.248593
-38.480287	1.000000	1.239529
-38.480287	1.000000	1.239530
-38.480287	1.000000	1.239531
-38.480282	1.000000	1.235691
-38.480282	1.000000	1.235692
-38.480282	1.000000	1.235693
-38.480282	1.000000	1.235425
Column 120| A:0	C:0	G:1	T:0	-:95	
Likelihood	Scale	Scale2
-6.398292	1.000000	1.000000
-6.398292	1.000000	1.000000
-6.398292	1.000000	1.000001
-6.398292	1.000000	1.000002
-6.397288	1.000000	0.871036
-6.397288	1.000000	0.871037
-6.397288	1.000000	0.871038
-6.397227	1.000000	0.863245
-6.397227	1.000000	0.863246
-6.397227	1.000000	0.863247
-6.392343	1.000000	0.236701
-6.392343	1.000000	0.236702
-6.392343	1.000000	0.236703
-6.392282	1.000000	0.228902
-6.392282	1.000000	0.228903
-6.392282	1.000000	0.228904
-6.392221	1.000000	0.221103
-6.392221	1.000000	0.221104
-6.392221	1.000000	0.221105
-6.391703	1.000000	0.154581
-6.391703	1.000000	0.154582
-6.391703	1.000000	0.154583
-6.391642	1.000000	0.146781
-6.391642	1.000000	0.146782
-6.391642	1.000000	0.146783
-6.391363	1.000000	0.111081
-6.391363	1.000000	0.111082
-6.391363	1.000000	0.111083
-6.391302	1.000000	0.103281
-6.391302	1.000000	0.103282
-6.391302	1.000000	0.103283
-6.391097	1.000000	0.076907
-6.391097	1.000000	0.076908
-6.391097	1.000000	0.076909
-6.391036	1.000000	0.069106
-6.391036	1.000000	0.069107
-6.391036	1.000000	0.069108
-6.390975	1.000000	0.061305
-6.390975	1.000000	0.061306
-6.390975	1.000000	0.061307
-6.390914	1.000000	0.053503
-6.390914	1.000000	0.053504
-6.390914	1.000000	0.053505
-6.390497	1.000000	0.000001
-6.390497	1.000000	0.000002
-6.390497	1.000000	0.000003
-6.390497	1.000000	0.000001
Column 121| A:1	C:0	G:0	T:0	-:95	
Likelihood	Scale	Scale2
-6.646962	1.000000	1.000000
-6.646962	1.000000	1.000000
-6.646962	1.000000	1.000001
-6.646962	1.000000	1.000002
-6.646524	1.000000	0.943785
-6.646524	1.000000	0.943786
-6.646524	1.000000	0.943787
-6.644320	1.000000	0.660869
-6.644320	1.000000	0.660870
-6.644320	1.000000	0.660871
-6.644259	1.000000	0.653075
-6.644259	1.000000	0.653076
-6.644259	1.000000	0.653077
-6.643737	1.000000	0.586094
-6.643737	1.000000	0.586095
-6.643737	1.000000	0.586096
-6.643676	1.000000	0.578300
-6.643676	1.000000	0.578301
-6.643676	1.000000	0.578302
-6.643229	1.000000	0.520943
-6.643229	1.000000	0.520944
-6.643229	1.000000	0.520945
-6.642292	1.000000	0.400716
-6.642292	1.000000	0.400717
-6.642292	1.000000	0.400718
-6.642231	1.000000	0.392919
-6.642231	1.000000	0.392920
-6.642231	1.000000	0.392921
-6.640218	1.000000	0.134728
-6.640218	1.000000	0.134729
-6.640218	1.000000	0.134730
-6.640157	1.000000	0.126927
-6.640157	1.000000	0.126928
-6.640157	1.000000	0.126929
-6.640031	1.000000	0.110754
-6.640031	1.000000	0.110755
-6.640031	1.000000	0.110756
-6.639970	1.000000	0.102953
-6.639970	1.000000	0.102954
-6.639970	1.000000	0.102955
-6.639909	1.000000	0.095153
-6.639909	1.000000	0.095154
-6.639909	1.000000	0.095155
-6.639548	1.000000	0.048929
-6.639548	1.000000	0.048930
-6.639548	1.000000	0.048931
-6.639488	1.000000	0.041127
-6.639488	1.000000	0.041128
-6.639488	1.000000	0.041129
-6.639254	1.000000	0.011150
-6.639254	1.000000	0.011151
-6.639254	1.000000	0.011152
-6.639167	1.000000	0.000001
-6.639167	1.000000	0.000002
-6.639167	1.000000	0.000003
-6.639167	1.000000	0.000001
-6.639167	1.000000	0.000001
-6.639167	1.000000	0.000001
Column 122| A:0	C:0	G:0	T:1	-:95	
Likelihood	Scale	Scale2
-6.246579	1.000000	1.000000
-6.246579	1.000000	1.000000
-6.246579	1.000000	1.000001
-6.246579	1.000000	1.000002
-6.246121	1.000000	0.941144
-6.246121	1.000000	0.941145
-6.246121	1.000000	0.941146
-6.244532	1.000000	0.737181
-6.244532	1.000000	0.737182
-6.244532	1.000000	0.737183
-6.244265	1.000000	0.702911
-6.244265	1.000000	0.702912
-6.244265	1.000000	0.702913
-6.244204	1.000000	0.695118
-6.244204	1.000000	0.695119
-6.244204	1.000000	0.695120
-6.242304	1.000000	0.451395
-6.242304	1.000000	0.451396
-6.242304	1.000000	0.451397
-6.242244	1.000000	0.443599
-6.242244	1.000000	0.443600
-6.242244	1.000000	0.443601
-6.242183	1.000000	0.435802
-6.242183	1.000000	0.435803
-6.242183	1.000000	0.435804
-6.242122	1.000000	0.428006
-6.242122	1.000000	0.428007
-6.242122	1.000000	0.428008
-6.241791	1.000000	0.385601
-6.241791	1.000000	0.385602
-6.241791	1.000000	0.385603
-6.240036	1.000000	0.160509
-6.240036	1.000000	0.160510
-6.240036	1.000000	0.160511
-6.239975	1.000000	0.152709
-6.239975	1.000000	0.152710
-6.239975	1.000000	0.152711
-6.239914	1.000000	0.144909
-6.239914	1.000000	0.144910
-6.239914	1.000000	0.144911
-6.239854	1.000000	0.137109
-6.239854	1.000000	0.137110
-6.239854	1.000000	0.137111
-6.239467	1.000000	0.087494
-6.239467	1.000000	0.087495
-6.239467	1.000000	0.087496
-6.239177	1.000000	0.050436
-6.239177	1.000000	0.050437
-6.239177	1.000000	0.050438
-6.239117	1.000000	0.042634
-6.239117	1.000000	0.042635
-6.239117	1.000000	0.042636
-6.238989	1.000000	0.026278
-6.238989	1.000000	0.026279
-6.238989	1.000000	0.026280
-6.238928	1.000000	0.018477
-6.238928	1.000000	0.018478
-6.238928	1.000000	0.018479
-6.238784	1.000000	0.000001
-6.238784	1.000000	0.000002
-6.238784	1.000000	0.000003
-6.238784	1.000000	0.000001
Column 123| A:0	C:1	G:0	T:0	-:95	
Likelihood	Scale	Scale2
-6.196273	1.000000	1.000000
-6.196273	1.000000	1.000000
-6.196273	1.000000	1.000001
-6.196273	1.000000	1.000002
-6.194984	1.000000	0.834537
-6.194984	1.000000	0.834538
-6.194984	1.000000	0.834539
-6.194923	1.000000	0.826746
-6.194923	1.000000	0.826747
-6.194923	1.000000	0.826748
-6.194863	1.000000	0.818954
-6.194863	1.000000	0.818955
-6.194863	1.000000	0.818956
-6.193015	1.000000	0.581867
-6.193015	1.000000	0.581868
-6.193015	1.000000	0.581869
-6.191912	1.000000	0.440324
-6.191912	1.000000	0.440325
-6.191912	1.000000	0.440326
-6.191655	1.000000	0.407449
-6.191655	1.000000	0.407450
-6.191655	1.000000	0.407451
-6.190821	1.000000	0.300397
-6.190821	1.000000	0.300398
-6.190821	1.000000	0.300399
-6.188478	1.000000	0.000001
-6.188478	1.000000	0.000002
-6.188478	1.000000	0.000003
-6.188478	1.000000	0.000001
-6.188478	1.000000	0.000001
-6.188478	1.000000	0.000001
-6.188478	1.000000	0.000001
-6.188478	1.000000	0.000001
-6.188478	1.000000	0.000001
-6.188478	1.000000	0.000001
-6.188478	1.000000	0.000001
-6.188478	1.000000	0.000001
-6.188478	1.000000	0.000001
-6.188478	1.000000	0.000001
-6.188478	1.000000	0.000001
Column 124| A:0	C:1	G:0	T:0	-:95	
Likelihood	Scale	Scale2
-7.063266	1.000000	1.000000
-7.063266	1.000000	1.000000
-7.063266	1.000000	1.000001
-7.063266	1.000000	1.000002
-7.063060	1.000000	0.939813
-7.063060	1.000000	0.939814
-7.063060	1.000000	0.939815
-7.063048	1.000000	0.936391
-7.063048	1.000000	0.936392
-7.063048	1.000000	0.936393
-7.062970	1.000000	0.913460
-7.062970	1.000000	0.913461
-7.062970	1.000000	0.913462
-7.062958	1.000000	0.910038
-7.062958	1.000000	0.910039
-7.062958	1.000000	0.910040
-7.062911	1.000000	0.896280
-7.062911	1.000000	0.896281
-7.062911	1.000000	0.896282
-7.062899	1.000000	0.892858
-7.062899	1.000000	0.892859
-7.062899	1.000000	0.892860
-7.062887	1.000000	0.889436
-7.062887	1.000000	0.889437
-7.062887	1.000000	0.889438
-7.061788	1.000000	0.568365
-7.061788	1.000000	0.568366
-7.061788	1.000000	0.568367
-7.061664	1.000000	0.531995
-7.061664	1.000000	0.531996
-7.061664	1.000000	0.531997
-7.061624	1.000000	0.520241
-7.061624	1.000000	0.520242
-7.061624	1.000000	0.520243
-7.061612	1.000000	0.516817
-7.061612	1.000000	0.516818
-7.061612	1.000000	0.516819
-7.061517	1.000000	0.489079
-7.061517	1.000000	0.489080
-7.061517	1.000000	0.489081
-7.061453	1.000000	0.470543
-7.061453	1.000000	0.470544
-7.061453	1.000000	0.470545
-7.061413	1.000000	0.458752
-7.061413	1.000000	0.458753
-7.061413	1.000000	0.458754
-7.061361	1.000000	0.443571
-7.061361	1.000000	0.443572
-7.061361	1.000000	0.443573
-7.061323	1.000000	0.432329
-7.061323	1.000000	0.432330
-7.061323	1.000000	0.432331
-7.061240	1.000000	0.408078
-7.061240	1.000000	0.408079
-7.061240	1.000000	0.408080
-7.061228	1.000000	0.404653
-7.061228	1.000000	0.404654
-7.061228	1.000000	0.404655
-7.061112	1.000000	0.370826
-7.061112	1.000000	0.370827
-7.061112	1.000000	0.370828
-7.061100	1.000000	0.367400
-7.061100	1.000000	0.367401
-7.061100	1.000000	0.367402
-7.059841	1.000000	0.000001
-7.059841	1.000000	0.000002
-7.059841	1.000000	0.000003
-7.059841	1.000000	0.000001
-7.059841	1.000000	0.000001
-7.059841	1.000000	0.000001
-7.059841	1.000000	0.000001
-7.059841	1.000000	0.000001
-7.059841	1.000000	0.000001
-7.059841	1.000000	0.000001
-7.059841	1.000000	0.000001
-7.059841	1.000000	0.000001
-7.059841	1.000000	0.000001
-7.059841	1.000000	0.000001
-7.059841	1.000000	0.000001
Column 125| A:0	C:0	G:0	T:1	-:95	
Likelihood	Scale	Scale2
-7.113572	1.000000	1.000000
-7.113572	1.000000	1.000000
-7.113572	1.000000	1.000001
-7.113572	1.000000	1.000002
-7.113528	1.000000	0.986943
-7.113528	1.000000	0.986944
-7.113528	1.000000	0.986945
-7.113516	1.000000	0.983522
-7.113516	1.000000	0.983523
-7.113516	1.000000	0.983524
-7.113445	1.000000	0.962699
-7.113445	1.000000	0.962700
-7.113445	1.000000	0.962701
-7.113433	1.000000	0.959278
-7.113433	1.000000	0.959279
-7.113433	1.000000	0.959280
-7.113276	1.000000	0.913417
-7.113276	1.000000	0.913418
-7.113276	1.000000	0.913419
-7.113264	1.000000	0.909995
-7.113264	1.000000	0.909996
-7.113264	1.000000	0.909997
-7.113253	1.000000	0.906573
-7.113253	1.000000	0.906574
-7.113253	1.000000	0.906575
-7.113241	1.000000	0.903151
-7.113241	1.000000	0.903152
-7.113241	1.000000	0.903153
-7.113229	1.000000	0.899729
-7.113229	1.000000	0.899730
-7.113229	1.000000	0.899731
-7.113097	1.000000	0.861202
-7.113097	1.000000	0.861203
-7.113097	1.000000	0.861204
-7.113086	1.000000	0.857779
-7.113086	1.000000	0.857780
-7.113086	1.000000	0.857781
-7.113074	1.000000	0.854357
-7.113074	1.000000	0.854358
-7.113074	1.000000	0.854359
-7.113062	1.000000	0.850935
-7.113062	1.000000	0.850936
-7.113062	1.000000	0.850937
-7.112879	1.000000	0.797422
-7.112879	1.000000	0.797423
-7.112879	1.000000	0.797424
-7.112867	1.000000	0.794000
-7.112867	1.000000	0.794001
-7.112867	1.000000	0.794002
-7.112856	1.000000	0.790577
-7.112856	1.000000	0.790578
-7.112856	1.000000	0.790579
-7.112844	1.000000	0.787154
-7.112844	1.000000	0.787155
-7.112844	1.000000	0.787156
-7.112832	1.000000	0.783731
-7.112832	1.000000	0.783732
-7.112832	1.000000	0.783733
-7.112638	1.000000	0.727062
-7.112638	1.000000	0.727063
-7.112638	1.000000	0.727064
-7.112627	1.000000	0.723638
-7.112627	1.000000	0.723639
-7.112627	1.000000	0.723640
-7.112566	1.000000	0.705960
-7.112566	1.000000	0.705961
-7.112566	1.000000	0.705962
-7.112554	1.000000	0.702537
-7.112554	1.000000	0.702538
-7.112554	1.000000	0.702539
-7.112543	1.000000	0.699113
-7.112543	1.000000	0.699114
-7.112543	1.000000	0.699115
-7.112531	1.000000	0.695690
-7.112531	1.000000	0.695691
-7.112531	1.000000	0.695692
-7.112487	1.000000	0.682928
-7.112487	1.000000	0.682929
-7.112487	1.000000	0.682930
-7.110148	1.000000	0.000001
-7.110148	1.000000	0.000002
-7.110148	1.000000	0.000003
-7.110148	1.000000	0.000001
-7.110148	1.000000	0.000001
-7.110148	1.000000	0.000001
-7.110148	1.000000	0.000001
Column 126| A:0	C:0	G:1	T:0	-:95	
Likelihood	Scale	Scale2
-7.265285	1.000000	1.000000
-7.265285	1.000000	1.000000
-7.265285	1.000000	1.000001
-7.265285	1.000000	1.000002
-7.265189	1.000000	0.972087
-7.265190	1.000000	0.972088
-7.265190	1.000000	0.972089
-7.265150	1.000000	0.960485
-7.265150	1.000000	0.960486
-7.265150	1.000000	0.960487
-7.264843	1.000000	0.870901
-7.264843	1.000000	0.870902
-7.264843	1.000000	0.870903
-7.264832	1.000000	0.867479
-7.264832	1.000000	0.867480
-7.264832	1.000000	0.867481
-7.264820	1.000000	0.864056
-7.264820	1.000000	0.864057
-7.264820	1.000000	0.864058
-7.264808	1.000000	0.860634
-7.264808	1.000000	0.860635
-7.264808	1.000000	0.860636
-7.264796	1.000000	0.857212
-7.264796	1.000000	0.857213
-7.264796	1.000000	0.857214
-7.264409	1.000000	0.743887
-7.264409	1.000000	0.743888
-7.264409	1.000000	0.743889
-7.264397	1.000000	0.740464
-7.264397	1.000000	0.740465
-7.264397	1.000000	0.740466
-7.261861	1.000000	0.000001
-7.261861	1.000000	0.000002
-7.261861	1.000000	0.000003
-7.261861	1.000000	0.000001
-7.261861	1.000000	0.000001
-7.261861	1.000000	0.000001
-7.261861	1.000000	0.000001
Column 127| A:1	C:0	G:0	T:0	-:95	
Likelihood	Scale	Scale2
-7.513955	1.000000	1.000000
-7.513955	1.000000	1.000000
-7.513955	1.000000	1.000001
-7.513955	1.000000	1.000002
-7.513919	1.000000	0.989590
-7.513919	1.000000	0.989591
-7.513919	1.000000	0.989592
-7.513858	1.000000	0.971589
-7.513858	1.000000	0.971590
-7.513858	1.000000	0.971591
-7.512759	1.000000	0.650567
-7.512759	1.000000	0.650568
-7.512759	1.000000	0.650569
-7.512747	1.000000	0.647143
-7.512747	1.000000	0.647144
-7.512747	1.000000	0.647145
-7.512601	1.000000	0.604315
-7.512601	1.000000	0.604316
-7.512601	1.000000	0.604317
-7.512538	1.000000	0.586132
-7.512538	1.000000	0.586133
-7.512538	1.000000	0.586134
-7.512512	1.000000	0.578544
-7.512512	1.000000	0.578545
-7.512512	1.000000	0.578546
-7.512450	1.000000	0.560274
-7.512450	1.000000	0.560275
-7.512450	1.000000	0.560276
-7.512400	1.000000	0.545836
-7.512400	1.000000	0.545837
-7.512400	1.000000	0.545838
-7.512389	1.000000	0.542411
-7.512389	1.000000	0.542412
-7.512389	1.000000	0.542413
-7.512368	1.000000	0.536480
-7.512368	1.000000	0.536481
-7.512368	1.000000	0.536482
-7.512357	1.000000	0.533055
-7.512357	1.000000	0.533056
-7.512357	1.000000	0.533057
-7.512323	1.000000	0.523271
-7.512323	1.000000	0.523272
-7.512323	1.000000	0.523273
-7.512311	1.000000	0.519847
-7.512311	1.000000	0.519848
-7.512311	1.000000	0.519849
-7.512300	1.000000	0.516422
-7.512300	1.000000	0.516423
-7.512300	1.000000	0.516424
-7.512288	1.000000	0.512997
-7.512288	1.000000	0.512998
-7.512288	1.000000	0.512999
-7.511988	1.000000	0.425367
-7.511988	1.000000	0.425368
-7.511988	1.000000	0.425369
-7.511976	1.000000	0.421942
-7.511976	1.000000	0.421943
-7.511976	1.000000	0.421944
-7.511964	1.000000	0.418516
-7.511964	1.000000	0.418517
-7.511964	1.000000	0.418518
-7.511953	1.000000	0.415091
-7.511953	1.000000	0.415092
-7.511953	1.000000	0.415093
-7.511927	1.000000	0.407634
-7.511927	1.000000	0.407635
-7.511927	1.000000	0.407636
-7.511906	1.000000	0.401542
-7.511906	1.000000	0.401543
-7.511906	1.000000	0.401544
-7.511894	1.000000	0.398117
-7.511894	1.000000	0.398118
-7.511894	1.000000	0.398119
-7.511572	1.000000	0.304055
-7.511572	1.000000	0.304056
-7.511572	1.000000	0.304057
-7.511561	1.000000	0.300629
-7.511561	1.000000	0.300630
-7.511561	1.000000	0.300631
-7.511549	1.000000	0.297203
-7.511549	1.000000	0.297204
-7.511549	1.000000	0.297205
-7.511537	1.000000	0.293777
-7.511537	1.000000	0.293778
-7.511537	1.000000	0.293779
-7.511525	1.000000	0.290351
-7.511525	1.000000	0.290352
-7.511525	1.000000	0.290353
-7.511514	1.000000	0.286925
-7.511514	1.000000	0.286926
-7.511514	1.000000	0.286927
-7.511494	1.000000	0.281352
-7.511494	1.000000	0.281353
-7.511495	1.000000	0.281354
-7.511483	1.000000	0.277926
-7.511483	1.000000	0.277927
-7.511483	1.000000	0.277928
-7.511471	1.000000	0.274500
-7.511471	1.000000	0.274501
-7.511471	1.000000	0.274502
-7.511459	1.000000	0.271074
-7.511459	1.000000	0.271075
-7.511459	1.000000	0.271076
-7.511438	1.000000	0.264912
